applicant_id,recharge_freq_per_month,recharge_regularity,tenure_months_on_number,utility_pct_on_time,utility_avg_days_late,txn_freq_per_month,txn_regularity,merchant_diversity,platform_tenure_days,kyc_complete,gender,region,repaid_on_time
APP100000,8.949113516891718,1.0,41.62594076435029,0.8716149680404661,5.163696195818483,3.164589050508676,0.75692158425937,5.3609655581423885,54.38872930108337,1,male,urban,1
APP100001,7.912001255863192,0.7849838786260575,24.59964187739411,0.7223844245346508,0.0,26.354902224464638,0.5676956323146685,5.196540471636196,77.25128221944874,1,female,semi_urban,0
APP100002,7.6484116139490705,0.6699491432344287,36.562185052497505,0.7812947050356057,10.407770807921139,12.472646603665202,0.8373166021395229,6.172413246750907,153.32651327476088,0,female,rural,0
APP100003,10.487145186412143,0.6763828721910431,32.3393787005289,0.8271382621236237,4.7396736565248085,16.708832393538,0.875022878895795,7.039483352923448,203.67113973534308,1,female,urban,1
APP100004,9.826930129702177,0.8371568050470326,32.25744121953712,0.8068931649153618,3.300574094157552,14.977991659267897,0.7675722219895411,7.044033517467172,200.11664840654254,1,male,rural,1
APP100005,9.808971289949099,0.8042832598414725,31.882095600339056,1.0,0.0,25.51958499359094,0.7748876296903411,4.613325924400417,219.56747317404418,0,male,rural,1
APP100006,7.599779105919919,0.7601358991446826,27.044370558668746,0.5368279771474327,13.456594982789403,13.515119683443372,0.6455539482725235,8.41111804232466,132.7054612282711,0,male,urban,0
APP100007,6.868958661066461,0.8842781617607949,12.495660615710811,0.7621573871227614,12.214316548320527,7.15195249547747,0.4772081123788746,5.995508147498838,66.75119344504414,1,male,rural,0
APP100008,9.05704329207954,0.5916674124692838,55.09727752331197,0.7763405339076174,2.804352252186753,21.01893421083368,0.8947404404646188,9.510546512977676,171.69142353588677,1,female,rural,1
APP100009,5.723742422848411,0.9298922452430279,37.1764829401875,0.7066655340365948,0.0,15.300099269554336,0.800330250411163,11.352204937742849,331.0358003600281,1,female,urban,1
